date,pos_tencent,neg_tencent,net_tencent,pos_alibaba,neg_alibaba,net_alibaba,pos_xiaomi,neg_xiaomi,net_xiaomi
2025-06-27,NaN,NaN,NaN,0.7052,0.5396,0.3147,0.9648,0.6814,0.8147
2025-06-28,NaN,NaN,NaN,NaN,NaN,NaN,0.973,0.708,0.7107
2025-06-29,NaN,NaN,NaN,NaN,NaN,NaN,0.7297,0.7379,0.3261
2025-06-30,NaN,NaN,NaN,0.5289,0.6543,-0.0136,0.7953,0.8019,0.3152
2025-07-01,NaN,NaN,NaN,0.5442,0.4908,0.1373,0.8443,0.7791,0.1329
2025-07-02,NaN,NaN,NaN,NaN,NaN,NaN,0.8463,0.5843,0.3127
2025-07-03,NaN,NaN,NaN,NaN,NaN,NaN,0.8674,0.4382,0.4672
2025-07-04,NaN,NaN,NaN,NaN,NaN,NaN,0.6505,0.5749,0.1041
2025-07-08,0.6349,0.4169,0.2439,NaN,NaN,NaN,0.7377,0.4312,0.3279
2025-07-10,NaN,NaN,NaN,NaN,NaN,NaN,0.8021,0.3234,0.4947
2025-07-14,NaN,NaN,NaN,NaN,NaN,NaN,0.84,0.2425,0.6095
2025-07-16,NaN,NaN,NaN,NaN,NaN,NaN,0.8792,0.1819,0.7063
2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,0.8936,0.1364,0.7639
2025-07-20,NaN,NaN,NaN,NaN,NaN,NaN,0.6702,0.3513,0.324
2025-07-21,NaN,NaN,NaN,NaN,NaN,NaN,0.7519,0.2635,0.4922
2025-07-22,NaN,NaN,NaN,NaN,NaN,NaN,0.8133,0.1976,0.6186
2025-07-23,0.4762,0.5438,-0.0482,NaN,NaN,NaN,0.8597,0.1482,0.7136
2025-07-25,0.3571,0.6564,-0.2848,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-26,0.5043,0.4923,0.0229,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-28,NaN,NaN,NaN,NaN,NaN,NaN,0.6448,0.3609,0.2855
2025-07-29,0.5062,0.3693,0.1451,NaN,NaN,NaN,0.7304,0.2707,0.4609
2025-07-31,NaN,NaN,NaN,NaN,NaN,NaN,0.7921,0.203,0.5901
2025-08-01,NaN,NaN,NaN,NaN,NaN,NaN,0.8425,0.1522,0.6909
2025-08-06,NaN,NaN,NaN,NaN,NaN,NaN,0.8636,0.1142,0.75
2025-08-07,0.6293,0.2769,0.3585,NaN,NaN,NaN,NaN,NaN,NaN
2025-08-08,0.472,0.3695,0.1071,NaN,NaN,NaN,NaN,NaN,NaN
2025-08-10,0.6039,0.2771,0.3302,NaN,NaN,NaN,NaN,NaN,NaN
2025-08-11,0.7029,0.2078,0.4976,NaN,NaN,NaN,0.8916,0.0856,0.8063
2025-08-12,NaN,NaN,NaN,NaN,NaN,NaN,0.6687,0.2954,0.3736
2025-08-13,0.776,0.1559,0.622,NaN,NaN,NaN,NaN,NaN,NaN
2025-08-14,0.8307,0.3638,0.4026,0.4081,0.5427,-0.0716,NaN,NaN,NaN
2025-08-16,0.8501,0.2728,0.5291,NaN,NaN,NaN,0.7486,0.2215,0.5273
2025-08-18,0.8865,0.2046,0.6457,0.5548,0.407,0.195,NaN,NaN,NaN
2025-08-19,NaN,NaN,NaN,NaN,NaN,NaN,0.8088,0.3244,0.3416
2025-08-20,NaN,NaN,NaN,NaN,NaN,NaN,0.8543,0.4539,0.2171
2025-08-21,NaN,NaN,NaN,NaN,NaN,NaN,0.8896,0.3405,0.4117
2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,0.9152,0.2553,0.5568
2025-08-25,NaN,NaN,NaN,NaN,NaN,NaN,0.6864,0.3589,0.2502
2025-08-26,NaN,NaN,NaN,0.6409,0.3053,0.371,0.7134,0.2692,0.3862
2025-08-27,NaN,NaN,NaN,NaN,NaN,NaN,0.7849,0.2019,0.5395
2025-08-28,NaN,NaN,NaN,NaN,NaN,NaN,0.8371,0.3977,0.5494
2025-08-29,NaN,NaN,NaN,NaN,NaN,NaN,0.6278,0.5406,0.1697
2025-08-30,NaN,NaN,NaN,0.7282,0.2289,0.5258,0.4709,0.6433,-0.1106
2025-08-31,NaN,NaN,NaN,NaN,NaN,NaN,0.3532,0.7321,-0.3325
2025-09-02,NaN,NaN,NaN,NaN,NaN,NaN,0.5144,0.5491,0.0001
2025-09-03,NaN,NaN,NaN,NaN,NaN,NaN,0.6354,0.4118,0.2497
2025-09-04,NaN,NaN,NaN,NaN,NaN,NaN,0.7261,0.3089,0.4368
2025-09-05,NaN,NaN,NaN,NaN,NaN,NaN,0.7927,0.2316,0.5757
2025-09-06,NaN,NaN,NaN,NaN,NaN,NaN,0.5945,0.3409,0.2646
2025-09-07,NaN,NaN,NaN,NaN,NaN,NaN,0.6729,0.2557,0.4254
2025-09-08,NaN,NaN,NaN,NaN,NaN,NaN,0.7317,0.4404,0.0918
2025-09-09,NaN,NaN,NaN,0.7879,0.1717,0.6361,0.7966,0.5782,-0.0644
2025-09-10,NaN,NaN,NaN,0.8406,0.3782,0.5303,NaN,NaN,NaN
2025-09-11,NaN,NaN,NaN,0.6304,0.533,0.1483,0.8262,0.4337,0.1805
2025-09-12,0.6649,0.3966,0.2412,NaN,NaN,NaN,0.8683,0.5733,0.2993
2025-09-13,NaN,NaN,NaN,NaN,NaN,NaN,0.8518,0.43,0.4251
2025-09-15,NaN,NaN,NaN,NaN,NaN,NaN,0.8696,0.3225,0.5496
2025-09-17,NaN,NaN,NaN,NaN,NaN,NaN,0.8509,0.2419,0.6109
2025-09-18,NaN,NaN,NaN,NaN,NaN,NaN,0.6382,0.431,0.2086
2025-09-19,NaN,NaN,NaN,NaN,NaN,NaN,0.7083,0.5696,0.1129
2025-09-20,NaN,NaN,NaN,NaN,NaN,NaN,0.7719,0.6744,0.2503
2025-09-21,NaN,NaN,NaN,NaN,NaN,NaN,0.8241,0.5058,0.4329
2025-09-22,NaN,NaN,NaN,NaN,NaN,NaN,0.8552,0.6287,0.402
2025-09-23,0.4987,0.5434,-0.0651,NaN,NaN,NaN,0.8889,0.4715,0.549
2025-09-24,NaN,NaN,NaN,0.7164,0.3998,0.3548,0.9124,0.3537,0.6575
2025-09-25,NaN,NaN,NaN,NaN,NaN,NaN,0.9219,0.5122,0.659
2025-09-26,NaN,NaN,NaN,NaN,NaN,NaN,0.901,0.5667,0.584
2025-09-27,NaN,NaN,NaN,NaN,NaN,NaN,0.9223,0.6742,0.61
2025-09-28,NaN,NaN,NaN,NaN,NaN,NaN,0.9361,0.7551,0.5217
2025-09-29,0.374,0.6502,-0.2915,NaN,NaN,NaN,0.95,0.808,0.3927
2025-09-30,NaN,NaN,NaN,NaN,NaN,NaN,0.9493,0.8557,0.2638
2025-10-01,NaN,NaN,NaN,NaN,NaN,NaN,0.9606,0.8821,0.224
2025-10-02,0.498,0.4877,-0.0011,NaN,NaN,NaN,0.9699,0.6616,0.4175
2025-10-03,0.591,0.3658,0.2166,NaN,NaN,NaN,0.9732,0.6918,0.2407
2025-10-04,NaN,NaN,NaN,NaN,NaN,NaN,0.9756,0.5189,0.4263
2025-10-05,0.6929,0.2743,0.4122,NaN,NaN,NaN,0.9812,0.3891,0.5692
2025-10-07,NaN,NaN,NaN,NaN,NaN,NaN,0.9578,0.2919,0.6488
2025-10-09,0.5197,0.4553,0.0596,NaN,NaN,NaN,NaN,NaN,NaN
2025-10-10,0.3898,0.591,-0.2048,NaN,NaN,NaN,0.968,0.4598,0.3423
2025-10-11,NaN,NaN,NaN,NaN,NaN,NaN,0.726,0.5913,0.0104
2025-10-12,NaN,NaN,NaN,NaN,NaN,NaN,0.7808,0.4434,0.244
2025-10-13,NaN,NaN,NaN,NaN,NaN,NaN,0.8339,0.5773,0.1042
2025-10-14,NaN,NaN,NaN,0.7848,0.5488,0.1487,0.8753,0.433,0.328
2025-10-15,NaN,NaN,NaN,0.8313,0.6597,0.2211,NaN,NaN,NaN
2025-10-16,NaN,NaN,NaN,0.8016,0.4948,0.3439,0.902,0.5653,0.1735
2025-10-17,NaN,NaN,NaN,NaN,NaN,NaN,0.9155,0.424,0.3692
2025-10-18,0.539,0.4432,0.093,NaN,NaN,NaN,NaN,NaN,NaN
2025-10-19,NaN,NaN,NaN,NaN,NaN,NaN,0.9093,0.318,0.4996
2025-10-20,NaN,NaN,NaN,0.8285,0.6054,0.4458,NaN,NaN,NaN
2025-10-21,NaN,NaN,NaN,0.8605,0.454,0.5735,NaN,NaN,NaN
2025-10-23,NaN,NaN,NaN,NaN,NaN,NaN,0.682,0.4877,0.1255
2025-10-24,NaN,NaN,NaN,NaN,NaN,NaN,0.7603,0.6135,0.2609
2025-10-25,NaN,NaN,NaN,0.895,0.3405,0.6798,NaN,NaN,NaN
2025-10-26,NaN,NaN,NaN,0.9199,0.2554,0.7584,NaN,NaN,NaN
2025-10-27,0.654,0.3324,0.3196,0.9286,0.1915,0.8075,NaN,NaN,NaN
2025-10-28,NaN,NaN,NaN,NaN,NaN,NaN,0.8193,0.4601,0.4447
2025-10-29,NaN,NaN,NaN,NaN,NaN,NaN,0.86,0.5793,0.5354
2025-10-30,NaN,NaN,NaN,NaN,NaN,NaN,0.8812,0.4345,0.6377
2025-10-31,NaN,NaN,NaN,0.9448,0.1437,0.854,0.9102,0.3259,0.7276
2025-11-01,NaN,NaN,NaN,0.9585,0.1077,0.8904,0.9317,0.2444,0.7947
2025-11-02,NaN,NaN,NaN,NaN,NaN,NaN,0.9484,0.1833,0.8456
2025-11-03,NaN,NaN,NaN,0.9425,0.3294,0.6495,NaN,NaN,NaN
2025-11-04,0.7401,0.2493,0.4893,0.8788,0.247,0.6591,NaN,NaN,NaN
2025-11-05,NaN,NaN,NaN,NaN,NaN,NaN,0.9569,0.1375,0.8798
2025-11-06,NaN,NaN,NaN,NaN,NaN,NaN,0.7177,0.3214,0.4416
2025-11-07,NaN,NaN,NaN,0.9089,0.1853,0.7441,0.7875,0.2411,0.5804
2025-11-08,NaN,NaN,NaN,0.9311,0.139,0.8075,0.8394,0.4195,0.469
2025-11-09,NaN,NaN,NaN,0.9479,0.1042,0.8552,0.8388,0.5638,0.2285
2025-11-10,NaN,NaN,NaN,NaN,NaN,NaN,0.8776,0.4228,0.4199
2025-11-11,0.8048,0.187,0.6167,0.9608,0.0782,0.8913,0.906,0.5246,0.4862
2025-11-12,NaN,NaN,NaN,NaN,NaN,NaN,0.9128,0.3934,0.598
2025-11-13,0.8498,0.1402,0.7087,0.969,0.0586,0.9168,0.9345,0.2951,0.6983
2025-11-14,0.8856,0.2935,0.5961,0.9029,0.044,0.8638,NaN,NaN,NaN
2025-11-15,NaN,NaN,NaN,NaN,NaN,NaN,0.9465,0.2213,0.7694
2025-11-16,NaN,NaN,NaN,NaN,NaN,NaN,0.9553,0.4115,0.7583
2025-11-17,NaN,NaN,NaN,0.6772,0.2815,0.3994,0.9642,0.3086,0.8164
2025-11-18,NaN,NaN,NaN,0.5079,0.4541,0.0565,0.9712,0.4732,0.7346
2025-11-19,0.6642,0.4686,0.1986,NaN,NaN,NaN,0.9582,0.6025,0.4117
2025-11-20,NaN,NaN,NaN,NaN,NaN,NaN,0.9681,0.4518,0.5582
2025-11-21,NaN,NaN,NaN,NaN,NaN,NaN,0.9747,0.3389,0.6672
2025-11-22,0.7458,0.3514,0.3966,NaN,NaN,NaN,0.731,0.4633,0.2913
2025-11-23,0.791,0.2636,0.5291,NaN,NaN,NaN,NaN,NaN,NaN
2025-11-24,NaN,NaN,NaN,NaN,NaN,NaN,0.7959,0.3475,0.4661
2025-11-25,NaN,NaN,NaN,NaN,NaN,NaN,0.8464,0.2606,0.599
2025-11-26,0.7777,0.1977,0.5813,0.3809,0.589,-0.2061,0.8845,0.4426,0.5194
2025-11-27,NaN,NaN,NaN,0.535,0.4418,0.0948,NaN,NaN,NaN
2025-11-28,NaN,NaN,NaN,NaN,NaN,NaN,0.9122,0.3319,0.6384
2025-11-29,0.8097,0.1483,0.6624,NaN,NaN,NaN,0.9339,0.2489,0.7285
2025-12-01,NaN,NaN,NaN,NaN,NaN,NaN,0.9502,0.1867,0.7962
2025-12-02,0.8192,0.1112,0.7087,0.6509,0.3313,0.3208,0.9623,0.3893,0.4017
2025-12-03,0.6144,0.3003,0.3146,NaN,NaN,NaN,0.7217,0.5414,0.0519
2025-12-04,NaN,NaN,NaN,NaN,NaN,NaN,0.5413,0.6551,-0.2102
2025-12-05,NaN,NaN,NaN,NaN,NaN,NaN,0.6548,0.4913,0.0912
2025-12-07,0.6727,0.2252,0.4479,NaN,NaN,NaN,NaN,NaN,NaN
2025-12-08,0.7164,0.1689,0.5478,NaN,NaN,NaN,NaN,NaN,NaN
2025-12-09,NaN,NaN,NaN,NaN,NaN,NaN,0.7406,0.3685,0.3179
2025-12-10,NaN,NaN,NaN,NaN,NaN,NaN,0.8054,0.5001,0.0875
2025-12-11,0.7492,0.1267,0.6228,NaN,NaN,NaN,0.8537,0.375,0.3153
2025-12-12,0.7846,0.095,0.6898,NaN,NaN,NaN,0.6403,0.5288,-0.0111
2025-12-14,NaN,NaN,NaN,NaN,NaN,NaN,0.7128,0.6456,-0.1687
2025-12-15,NaN,NaN,NaN,NaN,NaN,NaN,0.5346,0.7136,-0.3559
2025-12-16,NaN,NaN,NaN,NaN,NaN,NaN,0.401,0.7844,-0.5162
2025-12-17,NaN,NaN,NaN,0.4882,0.4982,-0.0092,0.546,0.5883,-0.1418
2025-12-18,NaN,NaN,NaN,NaN,NaN,NaN,0.5848,0.6901,-0.1001
2025-12-19,NaN,NaN,NaN,NaN,NaN,NaN,0.6884,0.5176,0.1747
2025-12-20,0.8358,0.0713,0.7647,NaN,NaN,NaN,0.7554,0.3882,0.3702
2025-12-21,0.8746,0.0534,0.8212,NaN,NaN,NaN,NaN,NaN,NaN
2025-12-22,0.6559,0.2897,0.3663,NaN,NaN,NaN,0.8141,0.5407,0.4157
2025-12-23,0.492,0.3679,0.1241,NaN,NaN,NaN,0.8598,0.4055,0.561
2025-12-24,NaN,NaN,NaN,NaN,NaN,NaN,0.8888,0.3042,0.6647
2025-12-25,NaN,NaN,NaN,NaN,NaN,NaN,0.9099,0.4696,0.6865
2025-12-26,NaN,NaN,NaN,NaN,NaN,NaN,0.9257,0.6011,0.5763
2025-12-27,0.6173,0.2759,0.3415,NaN,NaN,NaN,0.942,0.4508,0.68
2025-12-28,NaN,NaN,NaN,NaN,NaN,NaN,0.7065,0.5019,0.3462
2025-12-30,NaN,NaN,NaN,NaN,NaN,NaN,0.7775,0.3764,0.5072
2025-12-31,NaN,NaN,NaN,NaN,NaN,NaN,0.8324,0.2823,0.6297
2026-01-01,NaN,NaN,NaN,NaN,NaN,NaN,0.8658,0.2117,0.7138
2026-01-02,0.7127,0.2069,0.5058,NaN,NaN,NaN,NaN,NaN,NaN
2026-01-03,0.7842,0.1552,0.629,NaN,NaN,NaN,0.8976,0.4032,0.6902
2026-01-04,0.834,0.3646,0.6912,NaN,NaN,NaN,0.916,0.546,0.662
2026-01-05,0.8713,0.2734,0.7642,NaN,NaN,NaN,0.687,0.5922,0.3138
2026-01-06,NaN,NaN,NaN,NaN,NaN,NaN,0.5152,0.6902,-0.0107
2026-01-07,NaN,NaN,NaN,NaN,NaN,NaN,0.6249,0.7513,0.0736
2026-01-08,NaN,NaN,NaN,NaN,NaN,NaN,0.7097,0.8112,0.1987
2026-01-09,0.8926,0.2051,0.8123,NaN,NaN,NaN,0.7806,0.6084,0.3973
2026-01-10,0.91,0.1538,0.8497,NaN,NaN,NaN,0.835,0.4563,0.5476
2026-01-11,NaN,NaN,NaN,NaN,NaN,NaN,0.8747,0.3422,0.6591
2026-01-12,0.9264,0.1154,0.8812,NaN,NaN,NaN,0.8866,0.2567,0.7249
2026-01-13,0.6948,0.3359,0.4115,NaN,NaN,NaN,0.9039,0.1925,0.7827
2026-01-14,NaN,NaN,NaN,NaN,NaN,NaN,0.903,0.1444,0.812
2026-01-15,NaN,NaN,NaN,NaN,NaN,NaN,0.9208,0.2482,0.7864
2026-01-16,NaN,NaN,NaN,NaN,NaN,NaN,0.9402,0.4355,0.6963
2026-01-17,NaN,NaN,NaN,0.3662,0.6196,-0.2528,NaN,NaN,NaN
2026-01-18,NaN,NaN,NaN,NaN,NaN,NaN,0.9402,0.3266,0.7573
2026-01-19,NaN,NaN,NaN,NaN,NaN,NaN,0.9548,0.245,0.8176
2026-01-20,0.7681,0.2519,0.5557,0.4222,0.4647,-0.0419,0.9654,0.4323,0.7595
2026-01-22,NaN,NaN,NaN,NaN,NaN,NaN,0.9711,0.3242,0.8166
2026-01-23,0.7014,0.4375,0.3287,0.5512,0.3485,0.2031,NaN,NaN,NaN
2026-01-24,0.526,0.5777,-0.003,NaN,NaN,NaN,NaN,NaN,NaN
2026-01-25,NaN,NaN,NaN,NaN,NaN,NaN,0.9322,0.4912,0.4796
2026-01-26,0.644,0.4333,0.2472,NaN,NaN,NaN,NaN,NaN,NaN
2026-01-27,0.7124,0.4892,0.1059,0.6623,0.2614,0.4012,0.6991,0.6175,0.1105
2026-01-28,0.5343,0.5311,-0.0848,NaN,NaN,NaN,0.7715,0.4631,0.33
2026-01-29,NaN,NaN,NaN,0.7373,0.196,0.5415,0.8275,0.597,0.3002
2026-01-31,NaN,NaN,NaN,0.553,0.3966,0.1565,NaN,NaN,NaN
2026-02-01,0.6505,0.3983,0.1861,NaN,NaN,NaN,0.6206,0.6951,-0.0222
2026-02-02,0.7239,0.4372,0.2057,NaN,NaN,NaN,0.6198,0.5213,0.1377
2026-02-04,NaN,NaN,NaN,NaN,NaN,NaN,0.4649,0.5478,-0.0535
2026-02-05,NaN,NaN,NaN,0.6628,0.2975,0.3655,0.5983,0.4108,0.2095
2026-02-06,NaN,NaN,NaN,NaN,NaN,NaN,0.6977,0.3081,0.4061
2026-02-08,NaN,NaN,NaN,NaN,NaN,NaN,0.5233,0.4586,0.0771
2026-02-10,NaN,NaN,NaN,NaN,NaN,NaN,0.6411,0.5888,-0.0005
2026-02-11,NaN,NaN,NaN,NaN,NaN,NaN,0.7295,0.691,-0.0807
2026-02-12,NaN,NaN,NaN,NaN,NaN,NaN,0.7968,0.5182,0.1891
2026-02-16,NaN,NaN,NaN,NaN,NaN,NaN,0.8449,0.3887,0.3892
2026-02-22,NaN,NaN,NaN,NaN,NaN,NaN,0.6337,0.533,0.0504
2026-02-23,NaN,NaN,NaN,NaN,NaN,NaN,0.6933,0.3997,0.2558
2026-02-24,0.543,0.4694,0.0128,NaN,NaN,NaN,0.7643,0.2998,0.4362
2026-02-25,0.6294,0.595,-0.1152,NaN,NaN,NaN,NaN,NaN,NaN
2026-02-26,NaN,NaN,NaN,NaN,NaN,NaN,0.5732,0.4745,0.0775
2026-02-27,0.7156,0.4463,0.1572,NaN,NaN,NaN,0.6787,0.3559,0.3069
2026-02-28,NaN,NaN,NaN,NaN,NaN,NaN,0.7567,0.4994,0.4621
2026-03-01,NaN,NaN,NaN,NaN,NaN,NaN,0.8151,0.3745,0.5941
2026-03-02,NaN,NaN,NaN,NaN,NaN,NaN,0.8558,0.2809,0.6901
2026-03-03,NaN,NaN,NaN,NaN,NaN,NaN,0.881,0.2107,0.7567
2026-03-04,NaN,NaN,NaN,0.7403,0.4708,0.3676,0.9104,0.158,0.8172
2026-03-05,NaN,NaN,NaN,0.8015,0.3531,0.522,0.925,0.1185,0.8551
2026-03-06,0.7857,0.4636,0.1407,0.8507,0.2648,0.6411,0.9433,0.3364,0.4374
2026-03-07,0.8387,0.3477,0.3549,NaN,NaN,NaN,0.9507,0.2523,0.5713
2026-03-09,0.8346,0.5086,0.3666,NaN,NaN,NaN,0.9616,0.1892,0.6771
2026-03-10,0.875,0.6304,0.2747,NaN,NaN,NaN,NaN,NaN,NaN
2026-03-11,0.9054,0.4728,0.4552,NaN,NaN,NaN,0.9663,0.3903,0.4622
2026-03-12,0.9184,0.5867,0.4411,NaN,NaN,NaN,0.9717,0.5383,0.4405
2026-03-13,NaN,NaN,NaN,NaN,NaN,NaN,0.9751,0.4037,0.5767
2026-03-16,NaN,NaN,NaN,NaN,NaN,NaN,0.9802,0.3028,0.6814
2026-03-17,NaN,NaN,NaN,NaN,NaN,NaN,0.9848,0.4562,0.6825
2026-03-18,0.9377,0.6898,0.5373,0.6381,0.422,0.2575,0.9819,0.3421,0.7551
2026-03-19,0.7033,0.7663,0.154,0.7266,0.5659,0.1274,0.9836,0.5057,0.7882
2026-03-20,0.7762,0.5747,0.3643,NaN,NaN,NaN,0.985,0.6284,0.7328
2026-03-21,0.8306,0.431,0.5217,NaN,NaN,NaN,0.9872,0.7204,0.425
2026-03-22,0.623,0.5728,0.1418,NaN,NaN,NaN,0.9894,0.7895,0.4466
2026-03-23,NaN,NaN,NaN,NaN,NaN,NaN,0.9907,0.5921,0.5836
2026-03-24,NaN,NaN,NaN,NaN,NaN,NaN,0.9906,0.4441,0.6853
2026-03-25,NaN,NaN,NaN,NaN,NaN,NaN,0.9883,0.5795,0.584
2026-03-26,NaN,NaN,NaN,NaN,NaN,NaN,0.9426,0.678,0.601
2026-03-27,NaN,NaN,NaN,NaN,NaN,NaN,0.9521,0.5085,0.6959
2026-03-28,0.7152,0.4296,0.3543,NaN,NaN,NaN,0.9619,0.3814,0.7697
2026-03-30,NaN,NaN,NaN,NaN,NaN,NaN,0.9705,0.286,0.8264
2026-03-31,NaN,NaN,NaN,NaN,NaN,NaN,0.9776,0.2145,0.8695
2026-04-01,NaN,NaN,NaN,NaN,NaN,NaN,0.9829,0.1609,0.9019
2026-04-03,NaN,NaN,NaN,NaN,NaN,NaN,0.9827,0.1207,0.9219
2026-04-07,0.7844,0.3222,0.5137,NaN,NaN,NaN,0.737,0.3143,0.4676
2026-04-08,NaN,NaN,NaN,NaN,NaN,NaN,0.7993,0.2357,0.5973
2026-04-09,NaN,NaN,NaN,NaN,NaN,NaN,0.8452,0.1768,0.6936
2026-04-10,0.8307,0.2417,0.6277,NaN,NaN,NaN,0.8807,0.3816,0.7347
2026-04-11,NaN,NaN,NaN,NaN,NaN,NaN,0.9076,0.2862,0.7982
2026-04-12,NaN,NaN,NaN,NaN,NaN,NaN,0.9304,0.2146,0.8483
2026-04-13,NaN,NaN,NaN,NaN,NaN,NaN,0.9471,0.161,0.8855
2026-04-15,0.8724,0.1812,0.7201,NaN,NaN,NaN,0.9562,0.1207,0.91
2026-04-16,NaN,NaN,NaN,NaN,NaN,NaN,0.9632,0.2918,0.7577
2026-04-17,NaN,NaN,NaN,NaN,NaN,NaN,0.9714,0.3971,0.8056
2026-04-18,NaN,NaN,NaN,NaN,NaN,NaN,0.9699,0.5201,0.6383
2026-04-19,NaN,NaN,NaN,NaN,NaN,NaN,0.9692,0.6397,0.6554
2026-04-20,NaN,NaN,NaN,NaN,NaN,NaN,0.9761,0.7293,0.538
2026-04-21,NaN,NaN,NaN,NaN,NaN,NaN,0.9819,0.547,0.6534
2026-04-22,NaN,NaN,NaN,NaN,NaN,NaN,0.9822,0.4102,0.7358
2026-04-23,NaN,NaN,NaN,NaN,NaN,NaN,0.9865,0.3077,0.8017
2026-04-24,NaN,NaN,NaN,NaN,NaN,NaN,0.9753,0.2308,0.8367
2026-04-26,NaN,NaN,NaN,NaN,NaN,NaN,0.7315,0.42,0.3806
2026-04-27,NaN,NaN,NaN,NaN,NaN,NaN,0.7923,0.315,0.5292
2026-04-28,0.6543,0.341,0.335,NaN,NaN,NaN,0.8435,0.2362,0.6462
2026-04-29,0.4907,0.4608,0.0462,0.7409,0.4244,0.2916,0.8797,0.1772,0.7317
2026-04-30,NaN,NaN,NaN,NaN,NaN,NaN,0.9087,0.1329,0.7977
2026-05-01,NaN,NaN,NaN,NaN,NaN,NaN,0.931,0.0997,0.8478
2026-05-02,NaN,NaN,NaN,NaN,NaN,NaN,0.9481,0.0747,0.8857
2026-05-04,NaN,NaN,NaN,NaN,NaN,NaN,0.9604,0.0561,0.9135
2026-05-06,NaN,NaN,NaN,NaN,NaN,NaN,0.9702,0.042,0.9351
2026-05-08,NaN,NaN,NaN,NaN,NaN,NaN,0.9734,0.2692,0.8214
2026-05-09,NaN,NaN,NaN,0.5557,0.4854,0.0516,0.9708,0.2019,0.8569
2026-05-11,NaN,NaN,NaN,NaN,NaN,NaN,0.9779,0.1514,0.8925
2026-05-12,0.6119,0.5471,-0.0994,NaN,NaN,NaN,NaN,NaN,NaN
2026-05-13,NaN,NaN,NaN,NaN,NaN,NaN,0.9808,0.1136,0.9167
2026-05-14,0.7076,0.4103,0.1742,NaN,NaN,NaN,0.9851,0.3346,0.8684
2026-05-15,NaN,NaN,NaN,NaN,NaN,NaN,0.9879,0.251,0.9003
2026-05-16,NaN,NaN,NaN,NaN,NaN,NaN,0.9898,0.1882,0.9242
2026-05-17,NaN,NaN,NaN,NaN,NaN,NaN,0.9638,0.3902,0.8409
2026-05-18,NaN,NaN,NaN,NaN,NaN,NaN,0.9476,0.2926,0.8554
2026-05-19,NaN,NaN,NaN,NaN,NaN,NaN,0.9597,0.2195,0.8906
2026-05-20,NaN,NaN,NaN,0.4168,0.5266,-0.1239,0.9681,0.1646,0.9162
2026-05-21,0.7801,0.3078,0.38,0.5603,0.6439,0.0805,0.9623,0.1235,0.9234
2026-05-22,NaN,NaN,NaN,NaN,NaN,NaN,0.9482,0.3384,0.8409
2026-05-23,NaN,NaN,NaN,NaN,NaN,NaN,0.9609,0.2538,0.8805
2026-05-24,NaN,NaN,NaN,NaN,NaN,NaN,0.9705,0.1903,0.9101
2026-05-26,NaN,NaN,NaN,NaN,NaN,NaN,0.9774,0.1428,0.9321
2026-05-27,0.8328,0.2308,0.5327,0.4202,0.7322,-0.1889,0.9771,0.265,0.8997
2026-05-28,NaN,NaN,NaN,NaN,NaN,NaN,0.9828,0.1988,0.9247
2026-05-29,NaN,NaN,NaN,0.5644,0.5491,0.1075,0.7371,0.3979,0.4447
2026-05-31,NaN,NaN,NaN,0.6619,0.4119,0.3192,NaN,NaN,NaN
2026-06-01,0.8741,0.1731,0.6491,NaN,NaN,NaN,NaN,NaN,NaN
2026-06-02,NaN,NaN,NaN,NaN,NaN,NaN,0.8015,0.2984,0.5822
2026-06-03,0.9038,0.1298,0.735,NaN,NaN,NaN,NaN,NaN,NaN
2026-06-05,NaN,NaN,NaN,NaN,NaN,NaN,0.8506,0.2238,0.6862
2026-06-06,NaN,NaN,NaN,NaN,NaN,NaN,0.8877,0.1678,0.7644
2026-06-07,NaN,NaN,NaN,NaN,NaN,NaN,0.8695,0.1259,0.777
2026-06-09,0.8951,0.0974,0.7685,0.7076,0.3089,0.4506,NaN,NaN,NaN
2026-06-10,NaN,NaN,NaN,0.6788,0.2317,0.486,0.8948,0.0944,0.8254
2026-06-11,NaN,NaN,NaN,NaN,NaN,NaN,0.9178,0.0708,0.8657
2026-06-12,NaN,NaN,NaN,NaN,NaN,NaN,0.6883,0.3028,0.3996
2026-06-13,NaN,NaN,NaN,0.5091,0.4127,0.1256,0.7649,0.4658,0.1401
2026-06-14,NaN,NaN,NaN,NaN,NaN,NaN,0.7711,0.5582,0.2322
2026-06-15,NaN,NaN,NaN,0.5729,0.3095,0.2853,0.8283,0.5742,0.1457
2026-06-16,NaN,NaN,NaN,NaN,NaN,NaN,0.8707,0.5915,0.1933
2026-06-17,NaN,NaN,NaN,0.6769,0.2321,0.4612,0.9014,0.4436,0.3933
2026-06-18,NaN,NaN,NaN,NaN,NaN,NaN,0.676,0.5822,0.0454
2026-06-20,NaN,NaN,NaN,NaN,NaN,NaN,0.7031,0.4367,0.2301
2026-06-21,NaN,NaN,NaN,NaN,NaN,NaN,0.7555,0.3275,0.4008
2026-06-22,NaN,NaN,NaN,0.5077,0.4233,0.0967,0.7918,0.2456,0.5258
